asin,average,rating_count,text_reviews_count,genres,rank,verifiedTrue_count,Format,am_countText_before,am_countText_after
0060596252,4.07,14,14," Childrens Books, Science Fiction & Fantasy",481577,4," Paperback,  Hardcover",2520,1217
0060594810,4.2,35,35," Literature & Fiction, Fiction",749895,18," Kindle Edition,  Paperback,  Hardcover",7073,3651
0060598409,4.33,49,49," Teen & Young Adult, Literature & Fiction",464280,17," Kindle Edition,  Library Binding,  Paperback,  Mass Market Paperback,  Hardcover",6223,3063
0060583169,4.67,12,12," Childrens Books, Animals",584267,8," Kindle Edition,  Paperback",1007,468
0060612525,4.47,15,15," Health, Fitness & Dieting, Alternative Medicine",128960,10," Kindle Edition,  Paperback",855,392
0060598573,4.77,13,13," Childrens Books, Animals",3061346,5," Board book,  Hardcover",1120,504
0060611561,4.52,65,65," Christian Books & Bibles, Christian Living",45316,49," Paperback,  Hardcover",10579,4834
0060594772,4.3,61,61," Literature & Fiction, Contemporary",120455,48," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",2647,1187
006061112X,4.16,38,38,"Art & Photography, Music",327334,36," Kindle Edition,  Paperback,  Hardcover",2831,1316
0060611855,4.89,19,19," Religion & Spirituality, Worship & Devotion",712002,16," Kindle Edition,  Paperback,  Hardcover",855,388
0060595841,4.41,157,157," Health, Fitness & Dieting, Psychology & Counseling",803587,109," Kindle Edition,  Paperback,  Hardcover",17653,8323
0060611839,4.56,32,32," Biographies & Memoirs, Leaders & Notable People",55341,21," Paperback,  Hardcover",2698,1223
0060595361,4.42,137,137," Literature & Fiction, Womens Fiction",576313,101," Mass Market Paperback,  Audible Audiobook,  Kindle Edition,  Hardcover",5111,2442
0060616628,3.9,126,126," Christian Books & Bibles, Bible Study & Reference",2711389,71," Kindle Edition,  Paperback,  Hardcover",26651,13123
0060616296,3.69,101,101," History, World",196944,63," Kindle Edition,  Paperback,  Hardcover",19608,9446
0060609583,3.64,22,22," Religion & Spirituality, Buddhism",562473,11," Kindle Edition,  Paperback,  Hardcover",2493,1168
0060608110,4.44,18,18," History, World",109140,12," Paperback,  Hardcover",2280,1076
0060611626,4.69,48,48," Christian Books & Bibles, Literature & Fiction",122749,29," Paperback,  Hardcover",7083,3400
0060614803,4.2,30,30," Christian Books & Bibles, Bible Study & Reference",1208939,11," Kindle Edition,  Paperback,  Hardcover",5012,2410
0060587156,4.43,28,28," Biographies & Memoirs, Specific Groups",345014,6, Hardcover,3324,1636
0060610352,4.32,97,97," Religion & Spirituality, Religious Studies",161332,63," Kindle Edition,  Paperback,  Hardcover",11495,5426
0060611413,4.7,20,20," Christian Books & Bibles, Bible Study & Reference",80949,14," Paperback,  Hardcover",1121,524
0060611448,4.26,19,19," Christian Books & Bibles, Literature & Fiction",2244221,10," Kindle Edition,  Paperback,  Hardcover",4468,2083
0060608161,4.73,153,153," Christian Books & Bibles, Bible Study & Reference",188453,121," Kindle Edition,  Unknown Binding,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",9571,4529
0060598611,4.12,57,57," History, Europe",128022,35," Kindle Edition,  Paperback",7782,3815
0060595833,4.46,122,122," Lesbian, Gay, Bisexual & Transgender Books, Literature & Fiction",144518,56," Kindle Edition,  Paperback",22823,10705
0060621796,4.62,53,53," Religion & Spirituality, Judaism",165374,44," Kindle Edition,  Paperback,  Hardcover",2792,1348
0060597283,3.92,26,26," Literature & Fiction, United States",3102320,8," Mass Market Paperback,  Kindle Edition,  Paperback",4166,1899
0060586567,4.25,20,20," Childrens Books, Growing Up & Facts of Life",676928,12," Paperback,  Hardcover",1352,623
0060595604,3.95,20,20," Literature & Fiction, Fiction",3744577,6," Kindle Edition,  Paperback,  Hardcover",2623,1236
0060598891,4.21,155,155," Literature & Fiction, Contemporary",840846,84," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",9505,4549
0060543116,4.66,115,115," Childrens Books, Growing Up & Facts of Life",154543,93," Board book,  Paperback,  Hardcover",4371,1981
0060598964,4.13,215,215," Biographies & Memoirs, Leaders & Notable People",695778,170," Kindle Edition,  Paperback,  Hardcover",24157,12012
0060628626,4.62,609,609," Christian Books & Bibles, Bible Study & Reference",17836,519," Unknown Binding,  Kindle Edition,  Paperback,  Hardcover",30325,14079
0060611782,4.31,16,16," Literature & Fiction, Fiction",698303,11," Kindle Edition,  Paperback,  Hardcover",2401,1123
0060597194,3.7,47,47," Literature & Fiction, Fiction",4452313,28," Kindle Edition,  Audio Cassette,  MP3 CD,  Audio CD,  Mass Market Paperback,  Hardcover",5082,2459
006061174X,4.75,24,24," Religion & Spirituality, Worship & Devotion",150038,18," Paperback,  Hardcover",1552,714
006059487X,3.71,28,28," Parenting & Relationships, Family Relationships",506647,13," Kindle Edition,  Paperback,  Hardcover",3075,1336
0060629177,4.67,12,12," Religion & Spirituality, New Age & Spirituality",441966,5, Paperback,2719,1334
0060613777,4.75,12,12," Religion & Spirituality, Religious Studies",452634,6, Paperback,1446,717
0060629150,4.13,23,23," History, World",273885,12, Paperback,2824,1409
0060627581,4.28,25,25," Christian Books & Bibles, Bible Study & Reference",1583615,9, Paperback,6826,3349
0060611618,4.58,19,19, Biographies & Memoirs,1819631,15," Paperback,  Hardcover",2252,997
006062258X,4.4,15,15," Christian Books & Bibles, Bible Study & Reference",641314,4, Paperback,5064,2456
0060609389,4.64,22,22," Reference, Encyclopedias & Subject Guides",723568,15," Kindle Edition,  Paperback",2171,1057
0060621311,4.0,15,15," Christian Books & Bibles, Catholicism",702583,11, Hardcover,934,452
0060628332,4.6,60,60," Christian Books & Bibles, Christian Living",134636,56," Kindle Edition,  Paperback",1685,874
006061191X,4.41,22,22," Biographies & Memoirs,Art & Literature",463462,18," Kindle Edition,  Hardcover",1342,619
0060578467,4.7,23,22," Childrens Books, Growing Up & Facts of Life",206519,18," Paperback,  Library Binding",508,231
0060630353,4.5,302,302," Christian Books & Bibles, Bible Study & Reference",161847,203," Unknown Binding,  Kindle Edition,  Paperback,  Hardcover",36249,17452
0060593717,4.39,36,36," Health, Fitness & Dieting, Diets & Weight Loss",574121,17," Paperback,  Hardcover",5285,2444
0060633999,2.9,20,20," History, World",609673,6," Kindle Edition,  Paperback,  Hardcover",4109,2014
0060593199,4.08,26,26," Literature & Fiction, United States",1952957,7," Mass Market Paperback,  Kindle Edition",3782,1817
006062213X,4.75,73,73," History, World",26525,45," Paperback,  Hardcover",8760,4045
0060632313,4.89,64,64," Religion & Spirituality, Other Religions, Practices & Sacred Texts",522595,55," Kindle Edition,  Paperback,  Hardcover",1846,844
0060611790,4.37,19,19," Christian Books & Bibles, Bible Study & Reference",629800,16," Kindle Edition,  Paperback",788,361
0060594152,4.39,31,31," Childrens Books, Literature & Fiction",265043,22," School & Library Binding,  Paperback,  Hardcover",1408,670
0060595809,3.81,21,21," Literature & Fiction, Womens Fiction",2180207,10," Kindle Edition,  Paperback,  Hardcover",3183,1614
0060633875,4.68,192,192," Christian Books & Bibles, Christian Living",172349,127," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",19430,9035
0060631120,4.69,42,42," Biographies & Memoirs, Leaders & Notable People",673700,33," Kindle Edition,  Paperback",3748,1887
0060570261,4.58,64,64," Literature & Fiction, Fiction",3995655,43," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",3046,1440
0060593318,4.1,84,84," Literature & Fiction, Fiction",1215658,39," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",9186,4144
0060609176,4.27,234,234," Christian Books & Bibles, Bible Study & Reference",47703,157," Kindle Edition,  Paperback,  Hardcover",29832,14043
0060612746,4.83,12,12," Christian Books & Bibles, Christian Living",1453991,11," Kindle Edition,  Paperback,  Hardcover",178,85
0060638656,4.38,13,13, Romance,1645262,7," Paperback,  Hardcover",743,350
0060619775,4.52,21,21," Literature & Fiction, United States",3698692,10," Kindle Edition,  Paperback,  Hardcover",2001,934
006056718X,3.88,26,26," Business & Money, Business Culture",1464595,9," Kindle Edition,  Hardcover",4032,1803
0060611391,4.55,47,47," Christian Books & Bibles, Bible Study & Reference",90171,34, Paperback,3100,1465
006063524X,4.69,64,64," Christian Books & Bibles, Bible Study & Reference",93937,54, Hardcover,3199,1501
0060628669,4.48,63,63," Christian Books & Bibles, Christian Living",62068,48, Paperback,5980,2960
0060628316,4.59,725,725," Christian Books & Bibles, Christian Living",1827083,573," Kindle Edition,  Audio Cassette,  MP3 CD,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",48684,23307
0060628723,4.64,56,56," Christian Books & Bibles, Catholicism",131425,44, Paperback,2347,1176
0060597291,4.04,25,25," Mystery, Thriller & Suspense, Mystery",2364477,6," Mass Market Paperback,  Kindle Edition",3773,1712
0060586141,4.67,57,57," Cookbooks, Food & Wine, Regional & International",427447,32, Hardcover,7741,3703
0060596554,4.62,40,40," Travel, Asia",106919,33, Paperback,5015,2761
0060598840,4.14,215,215," Humor & Entertainment, Humor",270853,130," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",10696,5239
0060578785,4.04,117,117," Health, Fitness & Dieting, Diets & Weight Loss",1019925,89," Mass Market Paperback,  Kindle Edition",7569,3606
0060633166,4.63,181,181," History, World",1623541,156," Kindle Edition,  Paperback,  Audio CD",13896,6775
0060607343,4.55,162,162," Religion & Spirituality, Buddhism",1622489,117," Kindle Edition,  Paperback",11502,5299
0060643617,4.64,77,77," Religion & Spirituality, Worship & Devotion",66626,60," Kindle Edition,  Paperback,  Hardcover",6391,3031
006063796X,4.55,55,55," History, World",62277,40," Kindle Edition,  Paperback",9225,4686
0060630566,4.3,37,37," History, World",218534,26," Kindle Edition,  Paperback,  Hardcover",4208,2158
0060637242,4.69,154,154," Christian Books & Bibles, Worship & Devotion",40431,117," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Audible Audiobook",11919,5583
0060590157,4.03,79,79," Biographies & Memoirs, Leaders & Notable People",2251582,50," Kindle Edition,  Paperback,  Hardcover",11066,5640
0060599766,4.59,37,37," Cookbooks, Food & Wine, Cooking by Ingredient",374739,26, Hardcover,2369,1095
0060647965,4.09,35,35," Religion & Spirituality, Religious Studies",620359,18," Kindle Edition,  Paperback",4950,2323
0060582553,4.12,131,131," Literature & Fiction, Contemporary",387926,92," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",11819,5531
0060642831,4.5,24,24," History, World",319670,17," Paperback,  Hardcover",3371,1649
000712872X,4.42,26,26," Science Fiction & Fantasy, Fantasy",3542939,16," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",3625,1795
0060609125,4.8,183,183," Religion & Spirituality, New Age & Spirituality",73089,153, Paperback,13696,6218
006064690X,4.86,36,36," Politics & Social Sciences, Social Sciences",2705415,26," Audible Audiobook,  Kindle Edition,  Paperback,  Hardcover",3439,1743
0060645881,4.44,205,205," Biographies & Memoirs, Leaders & Notable People",136460,130," Kindle Edition,  Paperback,  Hardcover",20400,9268
0060638419,4.09,11,11," New, Used & Rental Textbooks, Humanities",339735,4, Paperback,3071,1487
0060638508,4.18,119,119," New, Used & Rental Textbooks, Humanities",145173,57," Kindle Edition,  Paperback,  Hardcover",32854,14838
0060626453,4.24,33,33," Christian Books & Bibles, Catholicism",495375,25," Audible Audiobook,  Kindle Edition,  Paperback",3031,1373
0060649526,4.32,22,22," History, World",518002,14, Paperback,2534,1236
0060642327,3.92,12,12," Religion & Spirituality, Judaism",2283694,4," Paperback,  Hardcover",2111,1008
0060642149,4.67,30,30," Biographies & Memoirs, Leaders & Notable People",235860,21," Paperback,  Hardcover",3021,1411
0060628227,4.59,75,75," Christian Books & Bibles, Christian Living",126872,55," Kindle Edition,  Paperback,  Hardcover",4756,2405
0060641797,4.27,15,15," Christian Books & Bibles, Theology",456465,10, Paperback,1214,592
0060608625,4.13,15,15,"Art & Photography, Music",581838,12," Kindle Edition,  Paperback",725,346
0060645814,4.23,30,30," Christian Books & Bibles, Ministry & Evangelism",527853,21," Kindle Edition,  Paperback,  Hardcover",1832,825
0060653191,4.54,52,52," Literature & Fiction, World Literature",32447,38," Kindle Edition,  Paperback",4113,1989
0060648317,4.66,71,71," Medical Books, Psychology",138606,51," Kindle Edition,  Paperback,  Hardcover",7756,3563
006064334X,4.6,45,45," Christian Books & Bibles, Churches & Church Leadership",99573,29," Paperback,  Hardcover",11029,5647
006065337X,4.22,424,423," History, World",65161,284," Kindle Edition,  Paperback,  Hardcover",50509,23688
0060652810,4.65,20,20," Christian Books & Bibles, Worship & Devotion",477795,13," Paperback,  Hardcover",1273,606
0060654007,4.72,40,40," Christian Books & Bibles, Theology",1686912,32, Hardcover,4109,2031
0060652853,4.57,30,30," History, World",104319,24, Paperback,1246,605
0060653744,3.75,68,68," Christian Books & Bibles, Bible Study & Reference",583087,28," Kindle Edition,  Paperback,  Hardcover",13814,6664
0060648791,4.7,74,74," Christian Books & Bibles, Worship & Devotion",62548,64," Kindle Edition,  Paperback",3109,1464
006059862X,4.36,22,22," Politics & Social Sciences, Politics & Government",2497403,13," Kindle Edition,  Paperback,  Hardcover",3173,1554
0060643412,4.73,59,59," Christian Books & Bibles, Catholicism",1235735,48," Kindle Edition,  Paperback,  Hardcover",2879,1377
0060652861,4.21,28,28," Literature & Fiction, Contemporary",1321155,11," Kindle Edition,  Paperback,  Hardcover",5559,2590
0060645873,4.56,165,165," Christian Books & Bibles, Christian Living",1188969,147," Kindle Edition,  Paperback,  Hardcover",8048,3774
006063037X,4.17,23,23," Christian Books & Bibles, Bible Study & Reference",232936,13," Paperback,  Hardcover",2657,1263
0060654058,3.8,85,85," Christian Books & Bibles, Catholicism",543659,41," Kindle Edition,  Paperback,  Hardcover",9961,4775
0060583150,4.25,12,12," Childrens Books, Animals",238143,7," Kindle Edition,  Paperback",788,370
0060599804,4.62,184,184," Mystery, Thriller & Suspense, Thrillers & Suspense",615211,151," Mass Market Paperback,  Kindle Edition,  Hardcover",9875,4889
0060594454,4.4,146,146," Christian Books & Bibles, Theology",180501,97," Kindle Edition,  Paperback,  Hardcover",19973,9523
0060654171,4.48,27,27," Self-Help, Death & Grief",725068,23, Paperback,1977,843
006066326X,4.71,68,68," Religion & Spirituality, Worship & Devotion",108023,57," Kindle Edition,  Paperback,  Hardcover",3015,1438
0060653205,4.66,335,335," Christian Books & Bibles, Christian Living",9757,252," Kindle Edition,  Unknown Binding,  Audio CD,  Paperback,  Audible Audiobook",38289,17889
006065273X,4.59,740,740," Self-Help, Death & Grief",42379,529," Kindle Edition,  Unknown Binding,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",77871,35270
0060633611,4.36,11,11," Christian Books & Bibles, Protestantism",793348,5, Paperback,1045,531
0060597186,4.12,423,423," Literature & Fiction, Fiction",94761,169," Audible Audiobook,  Paperback,  Hardcover,  Audio Cassette",65447,30601
0060630175,4.64,103,103," Christian Books & Bibles, Christian Denominations & Sects",286080,65," Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",11234,5267
0060641002,4.07,15,15," Christian Books & Bibles, Christian Living",737020,14, Paperback,533,233
0060653078,4.77,31,31," Reference, Writing, Research & Publishing Guides",414142,19," Kindle Edition,  Paperback",2283,1071
0060665033,4.66,76,76," Religion & Spirituality, Worship & Devotion",37970,60, Paperback,4963,2395
0060646918,4.78,82,82," Politics & Social Sciences, Social Sciences",26880,70," Paperback,  Hardcover",4409,2195
0060663308,4.51,169,169," Christian Books & Bibles, Catholicism",149246,132," Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",10517,4877
0060663537,4.63,19,19," New, Used & Rental Textbooks, Humanities",165611,13, Paperback,1852,952
0060663677,4.33,15,15," Christian Books & Bibles, Ministry & Evangelism",966821,10," Kindle Edition,  Paperback",1047,496
0060664517,4.46,59,59," Religion & Spirituality, Religious Studies",202793,33," Kindle Edition,  Paperback,  Hardcover",8245,3857
0060638451,4.2,15,15," Politics & Social Sciences, Philosophy",2958610,4, Paperback,3236,1513
0060663766,4.73,134,134," Christian Books & Bibles, Christian Living",135110,117," Kindle Edition,  Paperback,  Hardcover",6036,2901
0060669667,4.77,35,35," Religion & Spirituality, Worship & Devotion",839025,24, Paperback,2090,990
0060620188,4.28,18,18," Literature & Fiction, Poetry",675075,17, Paperback,524,254
0060618116,4.41,41,41," Christian Books & Bibles, Christian Living",88111,29, Paperback,4443,2108
0060657677,4.81,43,43," Christian Books & Bibles, Christian Living",118397,34," Kindle Edition,  Paperback",2248,1044
006065581X,4.11,103,103," Christian Books & Bibles, Bible Study & Reference",126481,69," Kindle Edition,  Hardcover",12446,5741
006066567X,4.68,31,31," Christian Books & Bibles, Worship & Devotion",48258,30, Paperback,910,421
0060670541,4.52,60,60," History, World",684660,44," Kindle Edition,  Paperback,  Hardcover",6743,3202
0060671084,4.11,75,75," Christian Books & Bibles, Ministry & Evangelism",1227146,55," Imitation Leather,  Leather Bound,  Hardcover,  Paperback",8374,3967
0060654775,4.69,16,16," Biographies & Memoirs, Leaders & Notable People",119191,15," Kindle Edition,  Paperback,  Hardcover",2347,1071
0060655674,4.4,20,20," Christian Books & Bibles, Christian Living",98498,15," Kindle Edition,  Paperback",1737,865
0060634642,4.53,34,34," Biographies & Memoirs, Historical",681523,19," Paperback,  Hardcover",3340,1595
0060655186,3.86,105,105," Christian Books & Bibles, Bible Study & Reference",729255,60," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",19401,9371
0060670770,4.58,45,45," Christian Books & Bibles, Churches & Church Leadership",58292,31," Kindle Edition,  Paperback",4997,2327
006060381X,4.03,35,35," Religion & Spirituality, Religious Studies",125489,17," Kindle Edition,  Paperback",15472,7586
0060575271,4.05,19,19," Mystery, Thriller & Suspense, Mystery",1777674,7," Mass Market Paperback,  Kindle Edition,  Hardcover",2935,1420
0060675136,4.52,31,31," Christian Books & Bibles, Catholicism",1829110,21," Kindle Edition,  Paperback,  Hardcover",4497,2162
0060648767,4.68,31,31," Politics & Social Sciences, Philosophy",204443,17," Kindle Edition,  Paperback,  Hardcover",4812,2250
0060617519,4.3,114,114," Biographies & Memoirs, Leaders & Notable People",36187,101," Kindle Edition,  Paperback,  Hardcover",8175,3887
006067556X,4.28,72,72," Christian Books & Bibles, Bible Study & Reference",624847,44," Kindle Edition,  Paperback,  Hardcover",23412,11137
006066861X,4.07,14,14," Christian Books & Bibles, Bible Study & Reference",2114378,6, Paperback,2553,1182
0060674318,4.52,143,143," Self-Help, Relationships",256357,122," Mass Market Paperback,  Paperback,  Hardcover",8919,3870
0060654988,4.23,31,31," Christian Books & Bibles, Christian Denominations & Sects",1851376,14," Kindle Edition,  Paperback,  Hardcover",4208,1919
0060675519,4.33,42,42, Reference,3324790,23," Paperback,  Hardcover",4592,2131
006067539X,4.04,54,54," History, World",1625457,18," Kindle Edition,  Paperback,  Hardcover",13741,6253
0060677007,4.35,20,20," Religion & Spirituality, Religious Studies",987704,16," Kindle Edition,  Paperback,  Hardcover",1884,878
0060675411,4.15,27,27," History, World",213696,12," Kindle Edition,  Paperback,  Hardcover",5135,2484
0060633158,4.52,299,299," History, World",940837,254," Audible Audiobook,  Kindle Edition,  Paperback",22438,10777
0060675209,4.1,29,29," Christian Books & Bibles, Bible Study & Reference",1202990,17," Kindle Edition,  Paperback",4626,2233
0060674695,4.22,36,36," Politics & Social Sciences, Philosophy",179264,19," Kindle Edition,  Paperback",4748,2242
0060692456,4.24,50,50," Literature & Fiction, Poetry",113629,30," Kindle Edition,  Paperback,  Hardcover",4405,2100
0060670185,4.53,19,19," History, World",200328,12," Paperback,  Hardcover",1889,972
0006482619,5.0,18,18," Science Fiction & Fantasy, Fantasy",3324110,11," Mass Market Paperback,  Kindle Edition,  Paperback",3083,1595
0060670193,4.85,34,34," History, Military",895997,31, Hardcover,2297,1017
0060674539,4.44,108,108," History, World",237603,78," Paperback,  Hardcover",5392,2500
0060675942,4.55,66,66," History, World",37878,56," Kindle Edition,  Paperback",2539,1148
0060648082,4.6,153,153," Self-Help, Spiritual",41657,101," Kindle Edition,  Paperback,  Hardcover",15961,7200
0060684658,4.45,31,31," Christian Books & Bibles, Bible Study & Reference",548433,21," Kindle Edition,  Paperback,  Hardcover",3336,1663
0060696958,4.0,16,16," New, Used & Rental Textbooks, Science & Mathematics",254674,6," Kindle Edition,  Paperback",1974,947
0060677015,4.16,100,100," History, World",44617,62, Paperback,18547,9070
0060698640,4.64,95,95," Christian Books & Bibles, Worship & Devotion",47699,76," Kindle Edition,  Paperback",6390,2962
0060721847,4.16,57,57," History, Americas",1502213,50," Kindle Edition,  Paperback,  Hardcover",3547,1788
0060675187,3.97,187,187," Christian Books & Bibles, Bible Study & Reference",572805,90," Kindle Edition,  Paperback,  Hardcover",38077,17603
0060688602,4.94,16,16," Politics & Social Sciences, Philosophy",4469829,14," Paperback,  Hardcover",1087,547
0060694416,4.68,212,212," Religion & Spirituality, Religious Studies",133563,171," Kindle Edition,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",18417,8645
0060723475,4.43,44,44," Literature & Fiction, Womens Fiction",2465122,31," Mass Market Paperback,  Kindle Edition,  Paperback",4569,2181
0060722924,4.56,18,18,"Art & Photography, Music",4645518,3," Paperback,  Hardcover",3709,1770
0060723181,3.7,121,121," Business & Money, Business Culture",258893,69," Kindle Edition,  Paperback,  Hardcover,  Audio CD",14098,6555
0060675012,4.32,22,22," Reference, Encyclopedias & Subject Guides",530977,20," Kindle Edition,  Paperback",1274,561
0060686324,4.21,29,29, Religion & Spirituality,392054,23," Paperback,  Hardcover",1762,801
0060721502,4.0,84,84," Literature & Fiction, Fiction",1593262,44," Kindle Edition,  Paperback,  Hardcover",10157,4712
0060670630,3.64,125,125," Christian Books & Bibles, Bible Study & Reference",728645,46," Kindle Edition,  Paperback,  Hardcover",27686,13236
0060721960,4.59,51,51," Childrens Books, Science Fiction & Fantasy",3814247,30," Library Binding,  Kindle Edition,  Paperback,  Hardcover",5969,3007
0060723904,3.59,125,125," Biographies & Memoirs,Art & Literature",801937,55," Paperback,  Hardcover",16831,7481
0060722282,3.72,205,205," Literature & Fiction, Literary",2065921,107," Kindle Edition,  Paperback,  Hardcover,  Audio CD",26872,12719
0060723939,3.98,156,156," Mystery, Thriller & Suspense, Thrillers & Suspense",1401671,90," Kindle Edition,  Paperback,  Hardcover",19251,9247
0060724234,4.27,168,168," Mystery, Thriller & Suspense, Mystery",1714510,92," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",19500,9801
0060724420,3.59,44,44," Literature & Fiction, United States",308095,13," Kindle Edition,  Paperback,  Hardcover",8625,3971
0060723955,4.41,27,27," Religion & Spirituality, Buddhism",2266847,9," Paperback,  Hardcover",3876,1878
0060723432,4.27,11,11," Cookbooks, Food & Wine, Regional & International",1348735,5, Hardcover,1835,935
0060693002,4.65,31,31," Christian Books & Bibles, Worship & Devotion",172561,27," Kindle Edition,  Paperback",1169,532
006072398X,3.95,41,41," Mystery, Thriller & Suspense, Mystery",1909716,8," Mass Market Paperback,  Kindle Edition,  Hardcover,  Audio CD",6401,3095
0060692014,4.48,119,119," Christian Books & Bibles, Bible Study & Reference",3820217,89," Paperback,  Hardcover",8971,4263
0060724617,4.36,50,50," Teen & Young Adult, Literature & Fiction",1302268,21," Kindle Edition,  Paperback,  Hardcover",6802,3120
0060670207,4.91,282,282," Christian Books & Bibles, Ministry & Evangelism",15874,210," Audible Audiobook,  Audio CD,  Paperback,  CD-ROM",17583,8101
0060669802,4.36,11,11," History, World",1253447,3," Paperback,  Hardcover",3525,1735
0060648805,4.74,50,50," Politics & Social Sciences, Philosophy",90923,34," Kindle Edition,  Paperback",4153,1861
0060723874,3.9,20,20," Literature & Fiction, United States",8703122,1," Kindle Edition,  Paperback,  Hardcover",3700,1845
0060724560,3.89,46,46," Childrens Books, Growing Up & Facts of Life",1763365,17," Kindle Edition,  Paperback,  Hardcover",7798,3540
0060725117,4.6,172,172," Teen & Young Adult, Literature & Fiction",131648,50," Mass Market Paperback,  Kindle Edition,  Paperback,  Library Binding",23562,11108
0060660430,4.73,56,56," Christian Books & Bibles, Christian Living",68053,44," Mass Market Paperback,  Paperback,  Hardcover",3871,1852
0060723521,4.61,503,502," Politics & Social Sciences, Social Sciences",802173,429," Kindle Edition,  Library Binding,  Audio Cassette,  Paperback,  Hardcover",21654,10024
0060684127,4.82,980,980," Christian Books & Bibles, Christian Living",11242,864," Kindle Edition,  Paperback,  Hardcover,  Audio CD",47342,21791
0060693495,3.08,40,40," New, Used & Rental Textbooks, Humanities",860322,15," Kindle Edition,  Paperback",9283,4643
0060724080,4.27,33,33," Mystery, Thriller & Suspense, Mystery",1224354,9," Mass Market Paperback,  Kindle Edition,  Hardcover",2942,1422
0060695331,4.71,45,45," Christian Books & Bibles, Theology",1194013,38," Paperback,  Hardcover",3144,1501
0060726792,4.56,18,18," Cookbooks, Food & Wine, Regional & International",446990,13," Kindle Edition,  Hardcover",2016,1017
006072563X,4.36,11,11," Literature & Fiction, Contemporary",6050888,1, Paperback,2913,1442
0060728124,4.49,47,47," Childrens Books, Classics",609143,39," Library Binding,  Audio CD,  Paperback,  Hardcover",2816,1405
0060728167,4.33,12,12," Childrens Books, Growing Up & Facts of Life",73043,9, Hardcover,927,430
0060724145,4.33,24,24," Literature & Fiction, History & Criticism",1715733,8," Mass Market Paperback,  Kindle Edition,  Hardcover",3352,1722
0060724269,3.56,105,105," Mystery, Thriller & Suspense, Mystery",2566232,40," Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",12463,6083
0060725133,4.49,67,66," Teen & Young Adult, Literature & Fiction",276781,21," Mass Market Paperback,  Kindle Edition,  Paperback,  Library Binding",7908,3705
0060724021,4.48,33,33," Mystery, Thriller & Suspense, Mystery",3437797,7," Mass Market Paperback,  Kindle Edition,  Hardcover",3893,1813
0060722894,4.75,55,55," Literature & Fiction, United States",566126,21," Kindle Edition,  Paperback,  Hardcover",7258,3534
0060728248,4.41,27,27," Teen & Young Adult, Literature & Fiction",447681,14," Kindle Edition,  Paperback,  Hardcover",2167,1053
0060654570,4.71,79,79," Christian Books & Bibles, Christian Living",100137,71, Paperback,2450,1173
0060721790,4.38,73,73," Literature & Fiction, Fiction",126794,33," Kindle Edition,  Paperback,  Hardcover",7961,3766
0060724250,4.64,180,180," Literature & Fiction, Fiction",538159,156," Kindle Edition,  Paperback,  Hardcover",8984,4434
0060728361,4.81,31,31," Childrens Books, Literature & Fiction",163484,22," Kindle Edition,  Library Binding,  Audio CD,  Paperback,  Hardcover",1926,947
0060727101,4.54,65,65," Literature & Fiction, Womens Fiction",2214357,23," Kindle Edition,  Paperback,  Library Binding",5408,2578
0060726466,4.64,14,14," Literature & Fiction, World Literature",191782,9," Mass Market Paperback,  Paperback",1058,528
0060730315,3.67,30,30," Humor & Entertainment, Humor",3460643,5," Paperback,  Hardcover",5234,2524
0060730056,3.79,157,157," Teen & Young Adult, Literature & Fiction",6628985,71," Amazon Video,  VHS Tape,  Paperback,  DVD",17022,8376
0060730625,4.33,30,30," Self-Help, Personal Transformation",1925493,20," Kindle Edition,  Paperback,  Hardcover",1865,881
0060728256,4.67,105,105," Childrens Books, Literature & Fiction",1479677,48," Kindle Edition,  Library Binding,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",10210,4801
0060723491,4.42,24,24," Mystery, Thriller & Suspense, Mystery",3199821,15," Mass Market Paperback,  Kindle Edition",3141,1414
0060723483,4.79,34,34," Mystery, Thriller & Suspense, Mystery",3063911,23," Mass Market Paperback,  Kindle Edition,  Paperback",2884,1368
0060648341,4.62,77,77," Literature & Fiction, Poetry",65159,48," Kindle Edition,  Paperback,  Hardcover",6102,2700
